pais;area_carrera;nombre_carrera;genero;fecha_registro;universidad_limpia;edad_num;semestre_num;pert_curriculo_alineado_num;pert_promocion_digital_num;pert_preparacion_trabajos_futuros_num;pert_integracion_ia_asignaturas_num;pert_fomento_adaptabilidad_num;conf_seguridad_empleo_num;conf_perfil_competitivo_num;conf_habilidades_blandas_ventaja_num;conf_conocimiento_ia_oportunidad_num;eval_docente_capacitado_ia_num;eval_universidad_fomenta_innovacion_num;eval_universidad_recursos_adecuados_num;eval_recomendacion_general_num;rol_profesor_facilitador_num;rol_profesor_habilidades_humanas_num;rol_profesor_reemplazo_ia_num;comp_analisis_datos_num;comp_ciberseguridad_num;comp_programacion_num;comp_manejo_ia_num;comp_pensamiento_critico_num;comp_comunicacion_digital_num;comp_adaptabilidad_num;comp_creatividad_num;comp_colaboracion_num;conf_habilidades_tecnicas_imp_num;conf_habilidades_blandas_imp_num;conf_experiencia_practica_imp_num;conf_networking_imp_num;conf_titulo_imp_num;COMPETENCIAS_IA_Promedio;PERTINENCIA_LABORAL_Promedio;CONFIANZA_LABORAL_Promedio;IMPORTANCIA_FACTORES_Promedio;EVALUACIÓN_DOCENTE_Promedio;ROL_PROFESORADO_Promedio
México;Ciencias Económicas y Administrativas;Licenciatura en Turismo Sustentable;Femenino;2025-10-21T17:46:16;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;4;4;4;3;3;;;;;4;3;2;3;4;3;3;4.0;1.0;2.0;3.0;4.0;4.0;4.0;;;4.0;5;4.0;4.0;4;3.142857142857143;3.6;;4.2;3.0;3.3333333333333335
México;Ciencias Económicas y Administrativas;Turismo sustentable;Femenino;2025-10-21T17:46:37;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;4;4;4;3;3;3.0;3.0;3.0;;3;2;2;2;3;4;4;3.0;2.0;4.0;;3.0;4.0;4.0;3.0;4.0;4.0;4;4.0;4.0;5;3.375;3.6;3.0;4.2;2.25;3.6666666666666665
México;Ciencias Económicas y Administrativas;Turismo Sustentable;Femenino;2025-10-21T17:47:30;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.0;3.0;3.0;3.0;3.0
México;Ciencias Económicas y Administrativas;TURISMO SUSTENTABLE;Femenino;2025-10-21T17:47:32;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;4;4;4;3;4;;3.0;3.0;;4;3;3;3;4;4;4;3.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;3;3.0;2.0;4;2.7777777777777777;3.8;3.0;3.2;3.25;4.0
México;Ciencias Económicas y Administrativas;Turismo sustentable;Femenino;2025-10-21T17:48:28;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);25;8;4;3;4;3;3;;3.0;3.0;;4;4;3;3;3;3;4;3.0;2.0;2.0;4.0;2.0;3.0;3.0;3.0;3.0;4.0;4;3.0;3.0;4;2.7777777777777777;3.4;3.0;3.6;3.5;3.3333333333333335
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-21T17:50:42;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);33;8;1;3;1;3;1;;;;;2;2;4;2;3;4;4;3.0;3.0;1.0;3.0;4.0;;;4.0;4.0;5.0;5;5.0;5.0;5;3.142857142857143;1.8;;5.0;2.5;3.6666666666666665
México;Ciencias Económicas y Administrativas;Turismo Sustentable;Femenino;2025-10-21T17:52:00;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;4.0;4;4.0;4.0;4;2.2222222222222223;4.0;;4.0;4.0;4.0
México;Ciencias Económicas y Administrativas;turismo sustentable;Femenino;2025-10-21T17:52:31;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;2;3;;;;;3;3;2;3;3;4;3;2.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;3;4.0;3.0;4;1.6666666666666667;2.8;;3.6;2.75;3.3333333333333335
México;Ciencias Económicas y Administrativas;Turismo sustentable;Femenino;2025-10-21T17:54:49;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;4;4;4;4;4;;;3.0;3.0;4;3;3;3;3;3;3;3.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3;3.0;4.0;3;3.7777777777777777;4.0;3.0;3.2;3.25;3.0
México;Ciencias Económicas y Administrativas;Turismo sustentable;Masculino;2025-10-21T17:55:08;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;2.0;3.0;3.0;3.0;3.0;3.0
Colombia;Otro;DERECHO;Femenino;2025-10-21T17:55:15;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);40;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.888888888888889;3.0;3.0;3.0;3.0;3.0
México;Ciencias Económicas y Administrativas;Turismo sustentable;Masculino;2025-10-21T17:55:32;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);23;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;3.111111111111111;4.0;;4.0;4.0;4.0
México;Ciencias Económicas y Administrativas;Turismo Sustentable;Femenino;2025-10-21T17:57:30;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;2;3;;3.0;3.0;3.0;3;3;2;2;3;5;3;2.0;2.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;4;3.0;2.0;3;2.2222222222222223;2.8;3.0;3.0;2.5;3.6666666666666665
México;Ciencias Económicas y Administrativas;Turismo sustentable;Masculino;2025-10-21T17:57:46;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);22;8;3;3;2;2;3;3.0;3.0;3.0;3.0;3;3;2;3;3;3;3;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;1.8888888888888888;2.6;3.0;3.0;2.75;3.0
México;Ciencias Económicas y Administrativas;Turismo sustentable;Femenino;2025-10-21T17:58:25;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);19;8;4;2;2;3;3;;;3.0;3.0;4;4;3;3;3;3;3;3.0;2.0;2.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;3;3.0;2.0;5;2.888888888888889;2.8;3.0;3.2;3.5;3.0
México;Ciencias Económicas y Administrativas;Turismo Sustentable;Masculino;2025-10-21T17:59:19;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;2.0;3.0;3.0;3.0;3.0;3.0
México;Ciencias Económicas y Administrativas;Turismo Sustentable;Masculino;2025-10-21T17:59:25;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;2.0;3.0;3.0;3.0;3.0;3.0
México;Ciencias Económicas y Administrativas;Licenciatura en turismo sustentable;Femenino;2025-10-21T18:00:28;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;2;2;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;2.0;2.6;3.0;3.0;3.0;3.0
México;Ciencias Económicas y Administrativas;Turismo sustentable;Masculino;2025-10-21T18:00:49;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;2;3;3;;;;;4;4;3;3;4;4;4;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;3.0;2.8;;4.0;3.5;4.0
México;Ciencias Económicas y Administrativas;Lic. Turismo Sustentable;Femenino;2025-10-21T18:01:23;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);23;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;4;4.0;4.0;4;1.6666666666666667;4.0;;4.0;4.0;4.0
México;Ciencias Económicas y Administrativas;Turismo Sustentable;Femenino;2025-10-21T18:01:36;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;2;3;3.0;3.0;3.0;;3;3;1;3;3;4;1;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;4.0;3.0;3;3.0;3.0;5;2.4444444444444446;2.8;3.0;3.4;2.5;2.6666666666666665
México;Ciencias Económicas y Administrativas;Licenciatura en turismo sustentable;Masculino;2025-10-21T18:02:49;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);23;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.0;3.0;3.0;3.0;3.0
México;Ciencias Económicas y Administrativas;Lic. Turismo Sustentable;Femenino;2025-10-21T18:02:50;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;3;3;3;4;4;;3.0;;;4;4;4;4;4;4;4;4.0;4.0;4.0;3.0;4.0;2.0;4.0;3.0;3.0;4.0;4;3.0;4.0;4;3.4444444444444446;3.4;3.0;3.8;4.0;4.0
México;Ciencias Económicas y Administrativas;Turismo sustentable;Masculino;2025-10-21T18:04:02;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;3;3;3.0;3.0;3.0;3.0;4;4;2;2;4;5;4;1.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;4;3.0;3.0;4;1.4444444444444444;3.0;3.0;3.4;3.0;4.333333333333333
México;Ciencias Económicas y Administrativas;Turismo Sustentable;Femenino;2025-10-21T18:04:14;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);23;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.0;3.0;3.0;3.0;3.0;3.0
México;Ciencias Económicas y Administrativas;Licenciatura en Turismo Sustentable;Femenino;2025-10-21T18:04:50;Unichach;21;8;3;2;4;3;3;;;;;2;3;3;2;4;3;3;2.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;3.0;3;3.0;2.0;2;1.4444444444444444;3.0;;2.6;2.5;3.3333333333333335
México;Ciencias Económicas y Administrativas;Turismo sustentable;Femenino;2025-10-21T18:05:11;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;4;5;4;3;4;;;3.0;;4;4;5;4;4;4;3;2.0;2.0;3.0;3.0;2.0;2.0;3.0;4.0;3.0;4.0;3;4.0;3.0;5;2.6666666666666665;4.0;3.0;3.8;4.25;3.6666666666666665
México;Otro;Turismo sustentable;Femenino;2025-10-21T18:05:15;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;2;3;2;3;;;3.0;3.0;2;3;1;2;3;4;2;4.0;3.0;3.0;3.0;4.0;4.0;3.0;3.0;3.0;2.0;2;2.0;2.0;4;3.3333333333333335;2.6;3.0;2.4;2.0;3.0
México;Otro;Turismo Sustentable;Masculino;2025-10-21T18:05:23;Universidad De Ciencias Y Artes De Chiapas Unicach;20;8;2;2;3;2;3;;;;;1;3;1;1;2;3;5;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.888888888888889;2.4;;3.0;1.5;3.3333333333333335
México;Ciencias Económicas y Administrativas;Turismo sustentable;Femenino;2025-10-21T18:10:28;Unicah;21;8;3;2;3;2;3;;;3.0;3.0;1;1;1;3;3;3;2;3.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3;2.0;2.0;3;2.7777777777777777;2.6;3.0;2.6;1.5;2.6666666666666665
México;Ciencias Económicas y Administrativas;Lic. Turismo sustentable;Masculino;2025-10-21T18:12:46;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);25;8;4;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.111111111111111;3.2;3.0;3.0;3.0;3.0
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-21T19:30:56;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;2;3;1;1;1;;;3.0;;1;1;4;1;4;5;2;3.0;2.0;1.0;2.0;3.0;3.0;3.0;4.0;3.0;4.0;5;5.0;3.0;5;2.6666666666666665;1.6;3.0;4.4;1.75;3.6666666666666665
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-21T19:31:07;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;2;3;1;1;1;;;3.0;;1;1;4;1;4;5;2;3.0;2.0;1.0;2.0;3.0;3.0;3.0;4.0;3.0;4.0;5;5.0;3.0;5;2.6666666666666665;1.6;3.0;4.4;1.75;3.6666666666666665
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-21T21:36:30;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);24;8;4;4;3;2;3;3.0;3.0;3.0;3.0;2;3;4;4;4;4;1;4.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;4;4.0;3.0;5;3.4444444444444446;3.2;3.0;3.8;3.25;3.0
Colombia;Ciencias Económicas y Administrativas;Contaduría pública;Femenino;2025-10-22T01:56:41;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);30;9;3;5;4;3;3;;;3.0;3.0;2;3;3;3;4;4;3;3.0;2.0;4.0;2.0;4.0;3.0;3.0;3.0;4.0;4.0;4;3.0;3.0;5;3.111111111111111;3.6;3.0;3.8;2.75;3.6666666666666665
Colombia;Ciencias Sociales y Humanidades;DERECHO;Femenino;2025-10-22T02:44:59;Institucion Universitaria De Envigado;40;10;2;3;1;1;2;3.0;;;3.0;2;2;3;3;4;4;2;4.0;2.0;1.0;2.0;3.0;3.0;4.0;4.0;4.0;4.0;5;4.0;4.0;4;3.0;1.8;3.0;4.2;2.5;3.3333333333333335
México;Ciencias Económicas y Administrativas;Licenciatura en gestión y desarrollo de negocios;Masculino;2025-10-22T03:18:53;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);23;8;4;5;4;4;4;;;3.0;;4;5;2;5;4;4;4;3.0;3.0;3.0;4.0;2.0;3.0;3.0;;4.0;4.0;4;4.0;5.0;5;3.125;4.2;3.0;4.4;4.0;4.0
México;Ciencias Económicas y Administrativas;Gestion y desarrollo de negocios;Femenino;2025-10-22T03:19:16;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);23;8;4;1;3;3;3;3.0;3.0;3.0;3.0;2;1;1;1;4;3;2;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0;3.0;3;4.0;3.0;4;3.2222222222222223;2.8;3.0;3.4;1.25;3.0
México;Ciencias Económicas y Administrativas;Licenciatura en Gestión y Desarrollo de Negocios;Femenino;2025-10-22T03:25:06;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;3;3;;3.0;;;3;3;2;3;3;4;3;3.0;2.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;5;2.6666666666666665;3.0;3.0;3.4;2.75;3.3333333333333335
México;Otro;Facultad de ciencias administrativas y tecnologías digitales;Femenino;2025-10-22T03:32:10;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;1;1;1;1;1;;;;;5;3;2;3;4;4;3;3.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;5.0;5;3.0;5.0;4;1.8888888888888888;1.0;;4.4;3.25;3.6666666666666665
México;Ciencias Económicas y Administrativas;Gestión y Desarrollo de Negocios;Femenino;2025-10-22T03:32:50;En La Universidad De Ciencias Y Artes De Chiapas (Unicach);21;8;4;4;3;3;4;3.0;;;;2;2;2;2;4;4;4;2.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;5.0;5;5.0;5.0;5;1.6666666666666667;3.6;3.0;5.0;2.0;4.0
México;Ciencias Económicas y Administrativas;Licenciatura en Gestión y Desarrollo de Negocios;Femenino;2025-10-22T03:35:32;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;5;5;5;3;5;;;;3.0;3;3;2;4;5;5;2;3.0;2.0;3.0;3.0;3.0;3.0;4.0;4.0;4.0;5.0;5;5.0;5.0;5;3.2222222222222223;4.6;3.0;5.0;3.0;4.0
México;Ciencias Económicas y Administrativas;Gestion y Desarrollo de negocios;Masculino;2025-10-22T03:37:04;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;4;4;3;4;4;;;;;3;3;1;3;4;3;3;4.0;4.0;;3.0;3.0;4.0;;;3.0;5.0;5;5.0;4.0;3;3.5;3.8;;4.4;2.5;3.3333333333333335
México;Ciencias Económicas y Administrativas;Licenciatura en gestión y desarrollo de negocios;Femenino;2025-10-22T03:39:40;Unicah Sede Villacorzo;22;8;4;4;4;3;4;;;;3.0;4;4;5;5;4;4;3;3.0;2.0;3.0;1.0;2.0;3.0;3.0;3.0;2.0;4.0;4;4.0;4.0;5;2.4444444444444446;3.8;3.0;4.2;4.5;3.6666666666666665
México;Ciencias Económicas y Administrativas;Licenciatura en Gestión y Desarrollo de Negocios;Femenino;2025-10-22T03:42:49;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;3;3;3;2;3;3.0;;;;2;3;3;4;3;3;2;2.0;2.0;2.0;2.0;3.0;3.0;4.0;4.0;2.0;3.0;4;4.0;3.0;4;2.6666666666666665;2.8;3.0;3.6;3.0;2.6666666666666665
México;Otro;Gestión y Desarrollo de Negocios;Femenino;2025-10-22T03:45:18;Universidad De Ciencias Y Artes Rtes De Chiapas;20;8;1;1;1;3;1;;;;;5;5;5;5;5;4;4;3.0;3.0;1.0;3.0;3.0;2.0;3.0;;;5.0;5;4.0;5.0;5;2.5714285714285716;1.4;;4.8;5.0;4.333333333333333
México;Otro;Licenciatura en gestión y desarrollo de negocios;Masculino;2025-10-22T03:49:09;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;4;3;4;3;4;;;;3.0;4;4;3;3;4;4;2;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;4.0;3;3.0;3.0;3;2.2222222222222223;3.6;3.0;3.2;3.5;3.3333333333333335
México;Ciencias Económicas y Administrativas;Licenciatura en gestión y desarrollo de negocios;Masculino;2025-10-22T04:28:10;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);21;8;3;3;3;3;3;3.0;;;;3;3;3;3;3;2;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;3.0;3.0;3.0;4.0;3.0;2.6666666666666665
México;Ciencias Económicas y Administrativas;Licenciatura en Gestión y Desarrollo de Negocios;Femenino;2025-10-22T04:54:37;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);22;8;4;4;2;3;4;3.0;3.0;;;3;3;3;4;5;5;3;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;4;4.0;3.0;4;1.8888888888888888;3.4;3.0;3.8;3.25;4.333333333333333
México;Ciencias Económicas y Administrativas;Contaduría pública;Masculino;2025-10-22T13:03:14;Unach;21;8;3;4;4;4;4;;;;3.0;3;5;5;5;5;5;5;3.0;2.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;3.0;3;3.0;4.0;4;3.4444444444444446;3.8;3.0;3.4;4.5;5.0
México;Ciencias Económicas y Administrativas;Licenciatura en gestión y desarrollo de negocios;Femenino;2025-10-22T14:09:28;Universidad De Ciencias Y Artes De Chiapas Villacorzo;19;8;3;3;3;3;3;;3.0;;;3;3;3;3;4;4;4;2.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;3;3.0;4.0;5;2.888888888888889;3.0;3.0;3.6;3.0;4.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T14:12:01;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);26;8;3;3;3;3;2;3.0;;3.0;3.0;2;3;2;3;2;3;2;;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3;2.0;3.0;3;2.25;2.8;3.0;2.6;2.5;2.3333333333333335
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T14:12:55;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;5;5;4;4;5;;;;;5;5;5;5;5;5;5;3.0;3.0;2.0;3.0;4.0;4.0;3.0;4.0;2.0;5.0;5;5.0;5.0;5;3.111111111111111;4.6;;5.0;5.0;5.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T14:14:44;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);39;8;3;2;4;2;2;3.0;;;;2;2;2;2;2;2;2;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;4;2.0;2.6;3.0;3.2;2.0;2.0
México;Otro;Gestionar las preferencias y desarrollo de negocios;Femenino;2025-10-22T14:19:37;UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS (UNICACH);20;8;3;2;3;2;3;3.0;3.0;3.0;3.0;3;3;2;2;3;3;3;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;2.111111111111111;2.6;3.0;3.0;2.5;3.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Femenino;2025-10-22T14:23:41;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;4;4;1;2;3;;;;;3;3;3;3;3;4;3;4.0;3.0;2.0;;4.0;4.0;4.0;4.0;4.0;5.0;5;5.0;5.0;5;3.625;2.8;;5.0;3.0;3.3333333333333335
Colombia;Ciencias Sociales y Humanidades;DERECHO;Femenino;2025-10-22T14:24:15;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;3;2;2;2;4;;;;3.0;2;2;4;3;4;4;4;4.0;3.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4;3.0;3.0;4;3.6666666666666665;2.6;3.0;3.6;2.75;4.0
México;Ciencias Económicas y Administrativas;Gestión y desarrollo de negocios;Masculino;2025-10-22T14:38:45;Unicach Villa Corzo;21;8;5;4;3;4;4;;;;;3;4;3;4;4;5;2;3.0;3.0;3.0;3.0;4.0;3.0;;4.0;4.0;4.0;4;4.0;4.0;5;3.375;4.0;;4.2;3.5;3.6666666666666665
Colombia;Otro;Derecho;Masculino;2025-10-22T14:40:44;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);44;9;5;4;2;3;4;;;;;3;5;5;5;4;4;3;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;4.0;4;3.0;4.0;3;1.6666666666666667;3.6;;3.6;4.5;3.6666666666666665
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T14:41:14;Institución  Universitaria  De Envigado;39;9;3;4;3;3;3;3.0;;3.0;3.0;3;4;3;3;3;4;3;3.0;2.0;1.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0;4;4.0;3.0;4;2.2222222222222223;3.2;3.0;3.6;3.25;3.3333333333333335
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T14:41:15;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;10;1;1;1;1;1;3.0;3.0;;;1;1;1;1;5;5;3;3.0;1.0;2.0;3.0;4.0;3.0;4.0;3.0;4.0;4.0;4;4.0;5.0;3;3.0;1.0;3.0;4.0;1.0;4.333333333333333
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T14:41:16;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;4;4;3;4;4;3.0;3.0;3.0;3.0;4;3;3;3;3;3;3;3.0;2.0;1.0;3.0;4.0;4.0;4.0;3.0;3.0;4.0;4;4.0;4.0;4;3.0;3.8;3.0;4.0;3.25;3.0
Colombia;Ciencias Sociales y Humanidades;Derecho;Masculino;2025-10-22T14:43:06;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);25;10;3;3;3;4;4;;3.0;3.0;3.0;4;4;4;4;3;3;4;4.0;4.0;4.0;4.0;4.0;2.0;4.0;3.0;3.0;3.0;4;4.0;3.0;4;3.5555555555555554;3.4;3.0;3.6;4.0;3.3333333333333335
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-22T14:54:07;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);20;8;3;3;3;3;3;3.0;;;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.111111111111111;3.0;3.0;3.0;3.0;3.0
Colombia;Otro;Mercadeo;Femenino;2025-10-22T14:54:11;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);19;8;5;3;3;4;4;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;2.111111111111111;3.8;3.0;3.0;3.0;3.0
Colombia;Otro;Mercadeo;Femenino;2025-10-22T15:08:06;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);19;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;3.5555555555555554;3.0;3.0;3.0;3.0;3.0
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-22T15:08:30;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;3;3;1;2;3;3.0;3.0;;;1;3;3;3;4;3;3;3.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;4.0;4.0;4;5.0;5.0;5;2.5555555555555554;2.4;3.0;4.6;2.5;3.3333333333333335
